word_id,sub_grid,label,colour_fill,subject_description,full_prompt
out_out-of-pool,out_,Out of pool,natural,"A child standing BESIDE a swimming pool (not in it) wrapped in a beach towel, water dripping from their hair, the pool visible behind them, full body, clearly out of the pool","A child standing BESIDE a swimming pool (not in it) wrapped in a beach towel, water dripping from their hair, the pool visible behind them, full body, clearly out of the pool, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-of-time,out_,Out of time,vibrant,"An hourglass timer with the TOP completely empty and ALL the sand fully fallen and piled up in the BOTTOM half, the top bulb is clear and empty, the bottom bulb is full of sand, indicating time has run out, simple iconic representation","An hourglass timer with the TOP completely empty and ALL the sand fully fallen and piled up in the BOTTOM half, the top bulb is clear and empty, the bottom bulb is full of sand, indicating time has run out, simple iconic representation, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-of-way,out_,Out of way,natural,"A child stepping aside to dodge out of the path of a passing red ball that is rolling past them, body leaning to one side to avoid being hit by the rolling ball, side view, full body","A child stepping aside to dodge out of the path of a passing red ball that is rolling past them, body leaning to one side to avoid being hit by the rolling ball, side view, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-please,out_,Out please,vibrant,"A composition with an open doorway with a rightward-pointing arrow showing motion OUT through the doorway on the LEFT side of the frame, and two natural-skin-tone praying-hands in a please gesture on the RIGHT side of the frame, both elements equally visible","A composition with an open doorway with a rightward-pointing arrow showing motion OUT through the doorway on the LEFT side of the frame, and two natural-skin-tone praying-hands in a please gesture on the RIGHT side of the frame, both elements equally visible, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-there,out_,Out there,vibrant,"A hand with natural beige skin tones (NOT purple, NOT bright red, NOT blue, NOT green) pointing outward with index finger extended toward a distant point in the distance, isolated hand and arm","A hand with natural beige skin tones (NOT purple, NOT bright red, NOT blue, NOT green) pointing outward with index finger extended toward a distant point in the distance, isolated hand and arm, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_run-out,out_,Run out,natural,"A child holding an empty cereal box upside down with nothing pouring out, a sad disappointed expression on their face, indicating the cereal has run out, head and shoulders","A child holding an empty cereal box upside down with nothing pouring out, a sad disappointed expression on their face, indicating the cereal has run out, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_stay-out,out_,Stay out,natural,"A child standing on the INSIDE of a closed doorway with one palm raised facing the door in a firm 'stay out, don't come in' gesture, the closed door clearly visible in front, head and shoulders","A child standing on the INSIDE of a closed doorway with one palm raised facing the door in a firm 'stay out, don't come in' gesture, the closed door clearly visible in front, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_time-out,out_,Time out,vibrant,"Two hands held up forming a clear capital letter 'T' shape — one horizontal hand resting on top of one vertical hand below — making the universal sports time-out gesture, isolated hands with natural skin tones, large and prominent","Two hands held up forming a clear capital letter 'T' shape — one horizontal hand resting on top of one vertical hand below — making the universal sports time-out gesture, isolated hands with natural skin tones, large and prominent, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_work-out,out_,Work out,natural,"A child holding a small dumbbell in one hand with their arm bent in a bicep-curl position, with a focused exercise expression, the dumbbell clearly visible as the focal point, side view, head to waist","A child holding a small dumbbell in one hand with their arm bent in a bicep-curl position, with a focused exercise expression, the dumbbell clearly visible as the focal point, side view, head to waist, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_come-up,up_,Come up,natural,"A child standing at the bottom of a flight of stairs looking UP, with one hand gesturing upward and an inviting expression as if calling someone to come up, head and shoulders, with the stairs visible going up behind them","A child standing at the bottom of a flight of stairs looking UP, with one hand gesturing upward and an inviting expression as if calling someone to come up, head and shoulders, with the stairs visible going up behind them, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_lift-up,up_,Lift up,natural,"Two natural-skin-tone hands lifting a heavy wooden box upward with the arms bent at the elbows in a lifting position, the box clearly being raised upward, motion lines BELOW the box pointing upward indicating the upward lift direction (NO motion lines above the box)","Two natural-skin-tone hands lifting a heavy wooden box upward with the arms bent at the elbows in a lifting position, the box clearly being raised upward, motion lines BELOW the box pointing upward indicating the upward lift direction (NO motion lines above the box), children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_open-up,up_,Open up,natural,"A cardboard box viewed from the side with its lid fully open and lifted upward at a 90 degree angle, revealing the empty inside of the box, NO hands inside or touching the box, just the open box itself","A cardboard box viewed from the side with its lid fully open and lifted upward at a 90 degree angle, revealing the empty inside of the box, NO hands inside or touching the box, just the open box itself, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_speed-up,up_,Speed up,vibrant,"A bold upward arrow with multiple horizontal motion lines streaming behind it indicating acceleration, simple speed-up indicator, NO additional cylinder or shape elements next to the arrow, JUST the arrow and motion lines","A bold upward arrow with multiple horizontal motion lines streaming behind it indicating acceleration, simple speed-up indicator, NO additional cylinder or shape elements next to the arrow, JUST the arrow and motion lines, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_stand-up,up_,Stand up,natural,"A child clearly rising up FROM a sitting position on a wooden chair, their body angled UPWARD as they rise, both hands pushing off the chair arms, the chair clearly visible BEHIND them as they stand (NOT a platform they're jumping off), side view, full body, the standing-up-from-chair motion is unambiguous","A child clearly rising up FROM a sitting position on a wooden chair, their body angled UPWARD as they rise, both hands pushing off the chair arms, the chair clearly visible BEHIND them as they stand (NOT a platform they're jumping off), side view, full body, the standing-up-from-chair motion is unambiguous, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_turn-up,up_,Turn up,vibrant,"A circular volume knob with a small triangular indicator mark, the indicator pointing toward a HIGH position on the dial, with a curved arrow showing the knob being rotated CLOCKWISE (upward direction), and a natural-skin-tone hand with fingers gripping the knob in turning motion","A circular volume knob with a small triangular indicator mark, the indicator pointing toward a HIGH position on the dial, with a curved arrow showing the knob being rotated CLOCKWISE (upward direction), and a natural-skin-tone hand with fingers gripping the knob in turning motion, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_up-here,up_,Up here,vibrant,"A hand with natural beige skin tones (NOT purple, NOT bright red, NOT blue, NOT green) pointing upward with index finger extended toward a spot directly above the hand, indicating 'just up here', isolated hand","A hand with natural beige skin tones (NOT purple, NOT bright red, NOT blue, NOT green) pointing upward with index finger extended toward a spot directly above the hand, indicating 'just up here', isolated hand, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_up-there,up_,Up there,vibrant,"A hand with natural beige skin tones (NOT purple, NOT bright red, NOT blue, NOT green) pointing upward with index finger extended toward a specific distant spot in the sky or up high, isolated hand","A hand with natural beige skin tones (NOT purple, NOT bright red, NOT blue, NOT green) pointing upward with index finger extended toward a specific distant spot in the sky or up high, isolated hand, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
